full_name,email,returned,churn_probability
"Morning, Lakiesha",lakiesha.morning@aol.com,False,100.0
"Olmos, Lynn",lynn.olmos@yahoo.com,False,100.0
"Perdomo, Luther",luther.perdomo@gmail.com,False,100.0
"Polson, Layne",layne.polson@gmail.com,False,96.0
"Poppe, Luther",luther.poppe@yahoo.com,False,98.0
"Ridder, Lennie",lennie.ridder@btinternet.com,True,5.0
"Rieke, Leland",leland.rieke@gmail.com,True,48.0
"Rubenstein, Lavone",lavone.rubenstein@gmail.com,True,14.000000000000002
"Sammons, Lina",lina.sammons@ntlworld.com,False,74.0
"Soltis, Leonardo",leonardo.soltis@charter.net,False,99.0
"Townes, Leslie",leslie.townes@apple.com,False,98.0
"Barner, Linsey",linsey.barner@hotmail.com,True,42.0
"Batchelor, Leigha",leigha.batchelor@yahoo.com,False,100.0
"Beckner, Lucius",lucius.beckner@gmail.com,True,85.0
"Behrendt, Lincoln",lincoln.behrendt@gmail.com,False,100.0
"Burse, Lionel",lionel.burse@hotmail.com,False,100.0
"Coughlin, Lawana",lawana.coughlin@hotmail.com,False,100.0
"Dearing, Lakesha",lakesha.dearing@aol.com,False,49.0
"Foulks, Lowell",lowell.foulks@gmail.com,False,55.00000000000001
"Hornsby, Luther",luther.hornsby@hotmail.com,True,17.0
"Jamison, Lane",lane.jamison@hotmail.com,True,24.0
"Mcfalls, Lamar",lamar.mcfalls@bellsouth.net,True,14.000000000000002
"Mcneel, Lucinda",lucinda.mcneel@microsoft.com,True,8.0
"Newlon, Lashawn",lashawn.newlon@aol.com,True,40.0
"Parramore, Leif",leif.parramore@hotmail.com,True,25.0
"Pledger, Leta",leta.pledger@msn.com,False,99.0
"Prunty, Louetta",louetta.prunty@gmail.com,False,100.0
"Savarese, Laquita",laquita.savarese@gmail.com,True,68.0
"Steinfeldt, Lucien",lucien.steinfeldt@aol.com,False,98.0
"Sundberg, Landon",landon.sundberg@aol.com,True,28.000000000000004
"Swaim, Lavonna",lavonna.swaim@earthlink.net,True,63.0
"Browning, Logan",logan.browning@gmail.com,True,32.0
"Chauvin, Loura",loura.chauvin@gmail.com,True,56.99999999999999
"Crow, Lonnie",lonnie.crow@yahoo.com,True,39.0
"Howes, Leandro",leandro.howes@yahoo.ca,True,47.0
"Hund, Lekisha",lekisha.hund@aol.com,True,7.000000000000001
"Hung, Lashawnda",lashawnda.hung@verizon.net,True,1.0
"Joy, Leanne",leanne.joy@ibm.com,True,7.000000000000001
"Lovell, Lloyd",lloyd.lovell@exxonmobil.com,False,99.0
"Ludwick, Layla",layla.ludwick@hotmail.com,False,70.0
"Lykins, Leonel",leonel.lykins@comcast.net,True,60.0
"Mclaurin, Lesia",lesia.mclaurin@btinternet.com,False,99.0
"Paquin, Lester",lester.paquin@hotmail.com,True,27.0
"Ranieri, Leonarda",leonarda.ranieri@gmail.com,False,80.0
"Redmond, Lindsey",lindsey.redmond@gmail.com,True,26.0
"Rethman, Laurel",laurel.rethman@yahoo.co.uk,False,98.0
"Roles, Lai",lai.roles@hotmail.com,False,56.99999999999999
"Spinney, Leonida",leonida.spinney@gmail.com,True,63.0
"Stookey, Lorenza",lorenza.stookey@bp.com,False,99.0
"Thorp, Laverne",laverne.thorp@cox.net,False,20.0
"Tse, Leila",leila.tse@aol.com,True,36.0
"Berkman, Lynell",lynell.berkman@hotmail.com,False,97.0
"Bethel, Lanny",lanny.bethel@gmail.com,True,15.0
"Blanchette, Levi",levi.blanchette@outlook.com,True,17.0
"Buckley, Lester",lester.buckley@gmail.com,True,2.0
"Caplan, Lashonda",lashonda.caplan@gmail.com,False,97.0
"Duckworth, Lien",lien.duckworth@aol.com,True,38.0
"Ernest, Lashanda",lashanda.ernest@verizon.net,False,99.0
"Fricke, Lamont",lamont.fricke@yahoo.com,False,99.0
"Greenfield, Lacy",lacy.greenfield@msn.com,False,95.0
"Greenwalt, Lamar",lamar.greenwalt@gmail.com,False,98.0
"Hair, Lise",lise.hair@bp.com,False,28.999999999999996
"Hitchens, Ling",ling.hitchens@gmail.com,True,71.0
"Jolin, Lynwood",lynwood.jolin@btinternet.com,True,8.0
"Liggins, Liane",liane.liggins@gmail.com,False,100.0
"Merkley, Loida",loida.merkley@gmail.com,False,92.0
"Merriam, Lavern",lavern.merriam@yahoo.co.in,False,100.0
"Nair, Laurence",laurence.nair@yahoo.com,False,28.000000000000004
"Nettleton, Lauri",lauri.nettleton@gmail.com,True,8.0
"Pixley, Lionel",lionel.pixley@gmail.com,True,71.0
"Quin, Lorenza",lorenza.quin@ibm.com,False,8.0
"Reay, Lenard",lenard.reay@sbcglobal.net,False,97.0
"Riggleman, Lance",lance.riggleman@hotmail.com,True,54.0
"Treiber, Leland",leland.treiber@gmail.com,True,35.0
"Vos, Laveta",laveta.vos@gmail.com,False,64.0
"Weidman, Larae",larae.weidman@bellsouth.net,True,3.0
"Willis, Lucile",lucile.willis@gmail.com,True,10.0
"Au, Landon",landon.au@ntlworld.com,True,16.0
"Bergman, Lyn",lyn.bergman@ntlworld.com,False,70.0
"Bricker, Lavonda",lavonda.bricker@bellsouth.net,False,100.0
"Brookins, Lucas",lucas.brookins@aol.com,True,78.0
"Canaday, Linh",linh.canaday@gmail.com,False,92.0
"Castano, Lolita",lolita.castano@gmail.com,False,82.0
"Cisco, Luna",luna.cisco@outlook.com,True,12.0
"Degraff, Lloyd",lloyd.degraff@earthlink.net,False,100.0
"Ellsworth, Logan",logan.ellsworth@gmail.com,True,15.0
"Fellman, Leland",leland.fellman@ibm.com,True,22.0
"Frandsen, Lesia",lesia.frandsen@gmail.com,False,67.0
"Gibby, Leola",leola.gibby@yahoo.com,False,100.0
"Gordon, Leonardo",leonardo.gordon@gmail.com,False,76.0
"Gravelle, Leonardo",leonardo.gravelle@gmail.com,False,80.0
"Hasse, Lovetta",lovetta.hasse@earthlink.net,False,100.0
"Knauer, Lavern",lavern.knauer@yahoo.com,False,99.0
"Koehler, Laura",laura.koehler@gmail.com,True,0.0
"Larrabee, Lenita",lenita.larrabee@yahoo.com,True,34.0
"Maya, Loyd",loyd.maya@gmail.com,False,100.0
"Nielsen, Lauren",lauren.nielsen@verizon.net,False,100.0
"Oren, Lavern",lavern.oren@gmail.com,False,98.0
"Paro, Luann",luann.paro@hotmail.com,False,98.0
"Reilly, Linwood",linwood.reilly@rediffmail.com,False,99.0
"Robichaud, Lizbeth",lizbeth.robichaud@walmart.com,True,13.0
"Skidmore, Lashay",lashay.skidmore@apple.com,True,28.999999999999996
"Slade, Lance",lance.slade@yahoo.com,True,13.0
"Waterman, Lyle",lyle.waterman@aol.com,True,69.0
"Bernhard, Laurel",laurel.bernhard@apple.com,False,99.0
"Chea, Luke",luke.chea@ntlworld.com,False,99.0
"Cilley, Lillian",lillian.cilley@gmail.com,True,76.0
"Corkery, Lupe",lupe.corkery@gmail.com,True,9.0
"Corwin, Lorette",lorette.corwin@gmail.com,False,98.0
"Crouch, Lyla",lyla.crouch@yahoo.ca,True,80.0
"Emerick, Latrice",latrice.emerick@aol.com,True,42.0
"Emerson, Louann",louann.emerson@gmail.com,True,38.0
"Feely, Latashia",latashia.feely@hotmail.co.uk,True,10.0
"Fett, Leonila",leonila.fett@charter.net,False,91.0
"Godoy, Leo",leo.godoy@gmail.com,False,82.0
"Kail, Linwood",linwood.kail@aol.com,True,90.0
"Keithley, Leonore",leonore.keithley@gmail.com,True,19.0
"Klar, Lulu",lulu.klar@yahoo.ca,True,23.0
"Knee, Lili",lili.knee@hotmail.com,False,94.0
"Lively, Lino",lino.lively@gmail.com,False,86.0
"Lumpkin, Lucretia",lucretia.lumpkin@yahoo.com,False,39.0
"Oberlander, Lowell",lowell.oberlander@hotmail.com,True,28.000000000000004
"Poff, Lamar",lamar.poff@ibm.com,True,5.0
"Rencher, Luvenia",luvenia.rencher@rediffmail.com,False,53.0
"Saenz, Lavone",lavone.saenz@hotmail.com,True,53.0
"Sheilds, Loura",loura.sheilds@gmail.com,True,7.000000000000001
"Sipes, Lue",lue.sipes@gmail.com,True,2.0
"Southern, Lashawnda",lashawnda.southern@rediffmail.com,False,61.0
"Speece, Lacy",lacy.speece@aol.com,False,99.0
"Aube, Lamar",lamar.aube@hotmail.com,False,86.0
"Bay, Lakeshia",lakeshia.bay@hotmail.co.uk,True,32.0
"Beaufort, Lorrine",lorrine.beaufort@gmail.com,True,39.0
"Blankenship, Lewis",lewis.blankenship@yahoo.ca,True,84.0
"Brackett, Leigh",leigh.brackett@yahoo.com,False,98.0
"Cusick, Leone",leone.cusick@gmail.com,True,6.0
"Cutter, Lance",lance.cutter@gmail.com,False,99.0
"Diedrich, Loyd",loyd.diedrich@gmail.com,False,96.0
"Falgoust, Lennie",lennie.falgoust@exxonmobil.com,True,46.0
"Heitz, Lavonia",lavonia.heitz@gmail.com,False,98.0
"Hibbard, Laverna",laverna.hibbard@msn.com,True,50.0
"Hofer, Lacy",lacy.hofer@yahoo.ca,False,100.0
"Mcclanahan, Laurie",laurie.mcclanahan@hotmail.co.uk,True,97.0
"Mcgahan, Larita",larita.mcgahan@yahoo.com,True,40.0
"Meriwether, Liana",liana.meriwether@msn.com,True,72.0
"Mikell, Latasha",latasha.mikell@hotmail.com,False,100.0
"Nair, Lucille",lucille.nair@hotmail.com,False,82.0
"Nesbit, Lonna",lonna.nesbit@gmail.com,False,100.0
"Riggle, Leonila",leonila.riggle@gmail.com,False,100.0
"Rodriguez, Lamont",lamont.rodriguez@shaw.ca,False,95.0
"Rushing, Lulu",lulu.rushing@outlook.com,False,97.0
"Sawin, Laurel",laurel.sawin@outlook.com,False,98.0
"Turpin, Lucrecia",lucrecia.turpin@gmail.com,False,84.0
"Wedge, Linwood",linwood.wedge@yahoo.co.uk,True,94.0
"Yawn, Luise",luise.yawn@aol.com,True,31.0
"Backstrom, Lucille",lucille.backstrom@shaw.ca,True,84.0
"Bischof, Lawerence",lawerence.bischof@yahoo.com,True,37.0
"Blackwelder, Lezlie",lezlie.blackwelder@hotmail.com,False,100.0
"Borgen, Lashanda",lashanda.borgen@gmail.com,True,86.0
"Cade, Lynelle",lynelle.cade@hotmail.co.uk,True,18.0
"Cobbs, Lynna",lynna.cobbs@rediffmail.com,True,8.0
"Collings, Lamar",lamar.collings@gmail.com,False,100.0
"Crutcher, Lorrie",lorrie.crutcher@gmail.com,False,100.0
"Engen, Lakeisha",lakeisha.engen@msn.com,False,89.0
"Fortier, Lorette",lorette.fortier@gmail.com,False,50.0
"Getty, Louie",louie.getty@gmail.com,True,24.0
"Lozier, Linn",linn.lozier@shaw.ca,True,28.000000000000004
"Maloy, Lenny",lenny.maloy@gmail.com,False,98.0
"Mccollom, Linette",linette.mccollom@bp.com,False,100.0
"Moyers, Lenny",lenny.moyers@sbcglobal.net,False,99.0
"Nelms, Len",len.nelms@shell.com,False,49.0
"Pascoe, Lorretta",lorretta.pascoe@yahoo.com,True,16.0
"Postma, Leigh",leigh.postma@aol.com,False,100.0
"Rascon, Lauralee",lauralee.rascon@ibm.com,True,63.0
"Raymond, Leigh",leigh.raymond@gmail.com,True,0.0
"Ritz, Lindsey",lindsey.ritz@gmail.com,True,78.0
"Rochon, Lee",lee.rochon@gmail.com,False,74.0
"Rogowski, Linda",linda.rogowski@gmail.com,False,99.0
"Sage, Letitia",letitia.sage@gmail.com,False,98.0
"Stalling, Lien",lien.stalling@yahoo.com,True,55.00000000000001
"Younkin, Luis",luis.younkin@hotmail.com,False,97.0
"Arredondo, Luis",luis.arredondo@apple.com,True,19.0
"Bible, Lavonda",lavonda.bible@gmail.com,True,10.0
"Bones, Linh",linh.bones@yahoo.com,True,57.99999999999999
"Buchman, Lilliana",lilliana.buchman@aol.com,False,96.0
"Ely, Lanie",lanie.ely@yahoo.com,False,94.0
"Erbe, Luetta",luetta.erbe@gmail.com,False,61.0
"Esquer, Lupe",lupe.esquer@gmail.com,False,100.0
"Etzel, Lashanda",lashanda.etzel@aol.com,False,99.0
"Everly, Latina",latina.everly@hotmail.com,True,26.0
"Falgout, Lupe",lupe.falgout@gmail.com,False,96.0
"Gebo, Laverna",laverna.gebo@verizon.net,False,63.0
"Gillock, Leilani",leilani.gillock@verizon.net,True,4.0
"Hampton, Lindsey",lindsey.hampton@gmail.com,True,12.0
"Herren, Lamar",lamar.herren@yahoo.co.in,False,94.0
"Iddings, Lieselotte",lieselotte.iddings@gmail.com,True,3.0
"Jeon, Lue",lue.jeon@hotmail.com,True,9.0
"Leggett, Lela",lela.leggett@gmail.com,False,95.0
"Lehto, Loralee",loralee.lehto@gmail.com,False,95.0
"Makowski, Livia",livia.makowski@yahoo.ca,True,96.0
"Manus, Lizzie",lizzie.manus@shell.com,True,5.0
"Melo, Liz",liz.melo@ibm.com,True,9.0
"Nickell, Luke",luke.nickell@hotmail.co.uk,True,55.00000000000001
"Oberg, Lavern",lavern.oberg@rediffmail.com,False,82.0
"Overholt, Lura",lura.overholt@hotmail.com,False,99.0
"Prior, Leda",leda.prior@comcast.net,True,59.0
"Strausbaugh, Lee",lee.strausbaugh@hotmail.com,False,28.000000000000004
"Tollett, Lashawna",lashawna.tollett@charter.net,True,28.000000000000004
"Vanegas, Lauren",lauren.vanegas@shaw.ca,False,100.0
"Vannoy, Lawanda",lawanda.vannoy@shaw.ca,True,4.0
"Westlake, Lawanna",lawanna.westlake@yahoo.com,False,100.0
"Zhu, Lore",lore.zhu@gmail.com,False,100.0
"Alameda, Lyman",lyman.alameda@yahoo.com,False,65.0
"Bohm, Ladawn",ladawn.bohm@aol.com,False,70.0
"Busby, Lynwood",lynwood.busby@gmail.com,True,4.0
"Canfield, Laquanda",laquanda.canfield@gmail.com,True,35.0
"Coachman, Lucienne",lucienne.coachman@earthlink.net,True,31.0
"Detwiler, Leigh",leigh.detwiler@yahoo.com,False,62.0
"Dickey, Larry",larry.dickey@charter.net,True,25.0
"Eaglin, Lorette",lorette.eaglin@yahoo.ca,True,84.0
"Godoy, Lawana",lawana.godoy@hotmail.com,False,98.0
"Hair, Lowell",lowell.hair@gmail.com,False,100.0
"Harnden, Lonnie",lonnie.harnden@yahoo.ca,True,32.0
"Kong, Lino",lino.kong@charter.net,False,98.0
"Mayberry, Lia",lia.mayberry@gmail.com,True,86.0
"Mccrea, Lynette",lynette.mccrea@gmail.com,False,94.0
"Mendonca, Lili",lili.mendonca@gmail.com,True,64.0
"Negrin, Lenny",lenny.negrin@shaw.ca,False,74.0
"Noone, Luigi",luigi.noone@gmail.com,True,25.0
"Quintal, Lindsay",lindsay.quintal@outlook.com,False,100.0
"Robbins, Ladawn",ladawn.robbins@shell.com,False,24.0
"Salsbury, Lowell",lowell.salsbury@rediffmail.com,False,100.0
"Shuster, Lacy",lacy.shuster@gmail.com,True,8.0
"Vereen, Lesia",lesia.vereen@gmail.com,True,5.0
"Wages, Lou",lou.wages@apple.com,True,70.0
"Warnke, Lesley",lesley.warnke@ibm.com,False,63.0
"Alcantara, Lester",lester.alcantara@shaw.ca,False,45.0
"Bos, Lue",lue.bos@aol.com,False,95.0
"Bott, Lezlie",lezlie.bott@ibm.com,False,100.0
"Brant, Larry",larry.brant@exxonmobil.com,True,39.0
"Burse, Les",les.burse@aol.com,False,95.0
"Carlo, Librada",librada.carlo@gmail.com,False,87.0
"Court, Leesa",leesa.court@gmail.com,True,39.0
"Craver, Lance",lance.craver@hotmail.com,True,32.0
"Crepeau, Lawanna",lawanna.crepeau@gmail.com,False,100.0
"Eagan, Leon",leon.eagan@yahoo.com,False,73.0
"Eckel, Lashanda",lashanda.eckel@gmail.com,True,68.0
"Engle, Lorinda",lorinda.engle@yahoo.com,True,22.0
"Enloe, Leora",leora.enloe@gmail.com,True,39.0
"Hartman, Lavonda",lavonda.hartman@aol.com,True,41.0
"Houghton, Lakiesha",lakiesha.houghton@ntlworld.com,False,76.0
"Keitt, Latonya",latonya.keitt@gmail.com,False,94.0
"Kelley, Linda",linda.kelley@shell.com,True,44.0
"Langford, Lauren",lauren.langford@hotmail.com,True,59.0
"Leighty, Latarsha",latarsha.leighty@yahoo.com,True,59.0
"Mazzella, Leslie",leslie.mazzella@ibm.com,True,35.0
"Mcbee, Leslie",leslie.mcbee@gmail.com,True,35.0
"Mccutcheon, Lelah",lelah.mccutcheon@walmart.com,True,4.0
"Mcgaugh, Lee",lee.mcgaugh@gmail.com,False,100.0
"Mcspadden, Lisandra",lisandra.mcspadden@hotmail.com,True,0.0
"Overbay, Lawrence",lawrence.overbay@shaw.ca,False,100.0
"Pickering, Lindsay",lindsay.pickering@cox.net,True,8.0
"Tonn, Lamonica",lamonica.tonn@hotmail.com,False,100.0
"Tooley, Lee",lee.tooley@gmail.com,False,100.0
"Welter, Lenard",lenard.welter@gmail.com,False,77.0
"Amy, Letisha",letisha.amy@bellsouth.net,False,99.0
"Birk, Luther",luther.birk@hotmail.com,False,100.0
"Bohl, Lindsay",lindsay.bohl@gmail.com,False,100.0
"Booe, Lynna",lynna.booe@yahoo.co.in,False,100.0
"Burpee, Liberty",liberty.burpee@bp.com,False,99.0
"Burrows, Loma",loma.burrows@gmail.com,False,93.0
"Connor, Ladawn",ladawn.connor@aol.com,True,16.0
"Dull, Linn",linn.dull@hotmail.com,True,4.0
"Fontana, Lina",lina.fontana@verizon.net,False,100.0
"Gay, Lamar",lamar.gay@msn.com,True,5.0
"Griffie, Lucio",lucio.griffie@yahoo.com,False,98.0
"Howton, Linwood",linwood.howton@gmail.com,True,11.0
"Lupien, Liliana",liliana.lupien@gmail.com,True,6.0
"Murdoch, Len",len.murdoch@gmail.com,False,73.0
"Nally, Leonel",leonel.nally@bellsouth.net,False,100.0
"Permenter, Luz",luz.permenter@gmail.com,False,100.0
"Ritchie, Larissa",larissa.ritchie@gmail.com,False,100.0
"Royall, Lavonda",lavonda.royall@yahoo.com,True,37.0
"Simonds, Lyndon",lyndon.simonds@gmail.com,False,100.0
"Sweitzer, Lenard",lenard.sweitzer@yahoo.ca,True,5.0
"Tonn, Lloyd",lloyd.tonn@aol.com,False,80.0
"Touchstone, Lola",lola.touchstone@yahoo.com,True,7.000000000000001
"Campbell, Lucius",lucius.campbell@earthlink.net,True,1.0
"Courtright, Lauri",lauri.courtright@ibm.com,False,88.0
"Dobos, Lizbeth",lizbeth.dobos@bp.com,True,35.0
"Euler, Louie",louie.euler@aol.com,False,24.0
"Evens, Leonor",leonor.evens@ibm.com,True,84.0
"Howie, Loyd",loyd.howie@bp.com,False,100.0
"Ketterman, Louie",louie.ketterman@yahoo.com,True,31.0
"Kirchoff, Lucile",lucile.kirchoff@aol.com,True,6.0
"Moring, Lucina",lucina.moring@aol.com,False,100.0
"Nicholls, Lewis",lewis.nicholls@gmail.com,True,61.0
"Pinon, Leonardo",leonardo.pinon@ibm.com,False,100.0
"Ramage, Lesley",lesley.ramage@yahoo.com,True,6.0
"Robison, Love",love.robison@gmail.com,True,33.0
"Stembridge, Lyndon",lyndon.stembridge@ntlworld.com,True,67.0
"Tavera, Lynette",lynette.tavera@hotmail.com,False,57.99999999999999
"Troxel, Leeanna",leeanna.troxel@charter.net,True,59.0
"Werth, Lorilee",lorilee.werth@yahoo.com,True,42.0
"Baca, Lloyd",lloyd.baca@yahoo.com,True,11.0
"Baily, Lizeth",lizeth.baily@aol.com,True,11.0
"Barrios, Lucien",lucien.barrios@yahoo.co.in,False,100.0
"Campo, Laurie",laurie.campo@yahoo.com,True,7.000000000000001
"Crimmins, Lauren",lauren.crimmins@ntlworld.com,False,51.0
"Deltoro, Latisha",latisha.deltoro@gmail.com,True,50.0
"Dengler, Lorita",lorita.dengler@gmail.com,True,9.0
"Doggett, Lawrence",lawrence.doggett@sbcglobal.net,True,7.000000000000001
"Ferrier, Lyla",lyla.ferrier@shell.com,True,37.0
"Hatcher, Landon",landon.hatcher@gmail.com,False,100.0
"Herzig, Laquita",laquita.herzig@ntlworld.com,True,6.0
"Holland, Leon",leon.holland@gmail.com,True,16.0
"Kinch, Lacy",lacy.kinch@hotmail.com,False,88.0
"Kovacs, Leif",leif.kovacs@hotmail.com,False,30.0
"Kowalewski, Lucio",lucio.kowalewski@gmail.com,True,3.0
"Lora, Lyman",lyman.lora@sbcglobal.net,False,100.0
"Mayo, Lauran",lauran.mayo@gmail.com,True,6.0
"Mccluney, Lesley",lesley.mccluney@gmail.com,False,80.0
"Monico, Lecia",lecia.monico@gmail.com,False,96.0
"Osuna, Laurie",laurie.osuna@yahoo.com,False,99.0
"Rearick, Lenore",lenore.rearick@gmail.com,False,100.0
"Reich, Lacresha",lacresha.reich@gmail.com,True,42.0
"Ridge, Linette",linette.ridge@shell.com,True,56.99999999999999
"Shumpert, Lionel",lionel.shumpert@gmail.com,True,18.0
"Slane, Lawerence",lawerence.slane@yahoo.ca,False,64.0
"Templeton, Loyd",loyd.templeton@gmail.com,False,60.0
"Ugalde, Laverne",laverne.ugalde@cox.net,False,99.0
"Villar, Lucien",lucien.villar@cox.net,False,100.0
"Westlund, Louis",louis.westlund@gmail.com,False,37.0
"Wethington, Louie",louie.wethington@microsoft.com,False,57.99999999999999
"Wittmer, Loren",loren.wittmer@gmail.com,True,6.0
"Aldrich, Maria",maria.aldrich@gmail.com,False,81.0
"Bumgarner, Marylou",marylou.bumgarner@walmart.com,False,93.0
"Celaya, Madie",madie.celaya@gmail.com,False,82.0
"Eich, Maryann",maryann.eich@outlook.com,False,99.0
"Gibby, Mariah",mariah.gibby@hotmail.com,False,100.0
"Houghtaling, Mark",mark.houghtaling@gmail.com,False,99.0
"Ingle, Mose",mose.ingle@gmail.com,True,26.0
"Kelton, Modesto",modesto.kelton@gmail.com,False,26.0
"Mathias, Magen",magen.mathias@charter.net,False,100.0
"Maysonet, Marybeth",marybeth.maysonet@apple.com,True,63.0
"Mcconkey, Magdalen",magdalen.mcconkey@earthlink.net,False,94.0
"Mork, Man",man.mork@microsoft.com,True,52.0
"Murdoch, Monty",monty.murdoch@gmail.com,True,0.0
"Polen, Michel",michel.polen@gmail.com,False,88.0
"Reza, Markus",markus.reza@gmail.com,False,100.0
"Rodney, Myrta",myrta.rodney@aol.com,True,90.0
"Schindler, Mila",mila.schindler@hotmail.com,True,37.0
"Serpa, Maren",maren.serpa@yahoo.com,True,1.0
"Slay, Morton",morton.slay@yahoo.com,False,98.0
"Sorrels, Markus",markus.sorrels@gmail.com,True,60.0
"Southall, Moses",moses.southall@gmail.com,True,51.0
"Stearn, Minta",minta.stearn@gmail.com,False,96.0
"Straker, Magen",magen.straker@gmail.com,False,66.0
"Treadwell, Markita",markita.treadwell@aol.com,False,99.0
"Witham, Micaela",micaela.witham@yahoo.ca,True,25.0
"Zarate, Martin",martin.zarate@aol.com,False,97.0
"Barga, Madelyn",madelyn.barga@hotmail.com,True,73.0
"Barret, Maragret",maragret.barret@walmart.com,True,94.0
"Brinkmann, Michal",michal.brinkmann@gmail.com,True,51.0
"Carrion, Mackenzie",mackenzie.carrion@msn.com,False,100.0
"Chenier, Madalene",madalene.chenier@gmail.com,True,59.0
"Conkle, Miquel",miquel.conkle@yahoo.com,False,95.0
"Cooley, Mack",mack.cooley@gmail.com,False,100.0
"Deese, Magaly",magaly.deese@gmail.com,True,8.0
"Devito, Mikaela",mikaela.devito@btinternet.com,False,99.0
"Eckstein, Maryanne",maryanne.eckstein@yahoo.com,True,22.0
"Griffith, Mario",mario.griffith@gmail.com,True,18.0
"Haney, Merna",merna.haney@earthlink.net,False,49.0
"Hanrahan, Mike",mike.hanrahan@gmail.com,False,100.0
"Hartigan, Maryjane",maryjane.hartigan@btinternet.com,False,60.0
"Heald, Marry",marry.heald@aol.com,False,88.0
"Koontz, Mack",mack.koontz@yahoo.co.uk,False,99.0
"Lalli, Maryjane",maryjane.lalli@aol.com,False,63.0
"Manna, Malissa",malissa.manna@bellsouth.net,True,22.0
"Mccreight, Milford",milford.mccreight@yahoo.com,True,79.0
"Olivarez, Micheline",micheline.olivarez@hotmail.com,False,100.0
"Oller, Minna",minna.oller@earthlink.net,True,89.0
"Pugliese, Markus",markus.pugliese@hotmail.com,True,49.0
"Roloff, Maryetta",maryetta.roloff@yahoo.com,True,23.0
"Ruffner, Mickey",mickey.ruffner@comcast.net,False,98.0
"Saunders, Margy",margy.saunders@gmail.com,True,33.0
"Sharpe, Melita",melita.sharpe@charter.net,False,100.0
"Sheffer, Marybeth",marybeth.sheffer@gmail.com,True,3.0
"Stidham, Molly",molly.stidham@aol.com,False,86.0
"Stier, Marlena",marlena.stier@yahoo.com,False,37.0
"Tse, Myron",myron.tse@gmail.com,True,7.000000000000001
"Wachter, Marylee",marylee.wachter@gmail.com,False,30.0
"Woolf, Mathew",mathew.woolf@shell.com,False,95.0
"Zeitler, Mallory",mallory.zeitler@hotmail.com,True,46.0
"Zimmerman, Manda",manda.zimmerman@gmail.com,False,63.0
"Zylstra, Mikel",mikel.zylstra@apple.com,False,100.0
"Bracamonte, Marcelino",marcelino.bracamonte@gmail.com,True,45.0
"Bressler, Mauro",mauro.bressler@gmail.com,True,92.0
"Brummitt, Milan",milan.brummitt@hotmail.com,True,21.0
"Burges, Mckinley",mckinley.burges@gmail.com,True,30.0
"Celentano, Micheal",micheal.celentano@walmart.com,True,56.00000000000001
"Clodfelter, Matt",matt.clodfelter@hotmail.co.uk,False,100.0
"Cohee, Meta",meta.cohee@gmail.com,True,53.0
"Cokley, Muoi",muoi.cokley@gmail.com,False,100.0
"Corlew, Murray",murray.corlew@yahoo.com,True,4.0
"Enyeart, Maryland",maryland.enyeart@exxonmobil.com,False,97.0
"Flack, Modesto",modesto.flack@shell.com,True,9.0
"Gonzales, Melida",melida.gonzales@sbcglobal.net,True,22.0
"Hui, Milo",milo.hui@apple.com,True,27.0
"Larkins, Mary",mary.larkins@yahoo.com,True,67.0
"Mckibben, Margit",margit.mckibben@yahoo.com,True,17.0
"Michalik, Mose",mose.michalik@gmail.com,False,100.0
"Needham, Marcelino",marcelino.needham@ntlworld.com,False,64.0
"Ralston, Mirian",mirian.ralston@aol.com,False,100.0
"Renaud, Maudie",maudie.renaud@msn.com,False,92.0
"Riter, Miguel",miguel.riter@gmail.com,False,98.0
"Roby, Marquis",marquis.roby@shaw.ca,True,36.0
"Starns, Micheal",micheal.starns@gmail.com,True,6.0
"Alvis, Margarete",margarete.alvis@comcast.net,True,1.0
"Aybar, Marcos",marcos.aybar@gmail.com,True,16.0
"Belknap, Martin",martin.belknap@walmart.com,False,85.0
"Bently, Myrle",myrle.bently@hotmail.com,False,38.0
"Bickford, Michael",michael.bickford@btinternet.com,True,39.0
"Borders, Marg",marg.borders@hotmail.com,False,100.0
"Caban, Michel",michel.caban@gmail.com,True,7.000000000000001
"Cecil, Mitch",mitch.cecil@gmail.com,True,12.0
"Coss, Madalyn",madalyn.coss@aol.com,False,98.0
"Dion, Mike",mike.dion@gmail.com,False,99.0
"Gould, Mary",mary.gould@gmail.com,False,100.0
"Haase, Mirella",mirella.haase@btinternet.com,True,20.0
"Housel, Marna",marna.housel@gmail.com,False,99.0
"Liptak, Monte",monte.liptak@earthlink.net,False,100.0
"Mattingly, Marty",marty.mattingly@yahoo.com,True,14.000000000000002
"Meisner, Michael",michael.meisner@exxonmobil.com,False,99.0
"Peguero, Maryanna",maryanna.peguero@sbcglobal.net,False,100.0
"Ronning, Mose",mose.ronning@yahoo.co.uk,False,98.0
"Rubalcava, Monnie",monnie.rubalcava@hotmail.com,False,94.0
"Shillings, Margeret",margeret.shillings@ibm.com,False,65.0
"Spillers, Marica",marica.spillers@gmail.com,True,52.0
"Spohn, Margot",margot.spohn@gmail.com,True,33.0
"Strack, Michal",michal.strack@ibm.com,True,56.99999999999999
"Swart, Monet",monet.swart@aol.com,True,30.0
"Teel, Martha",martha.teel@hotmail.com,False,100.0
"Traverso, Micah",micah.traverso@aol.com,False,85.0
